id,open_at,close_at,meridian,day_of_week,hospital_id
1,13:00,14:00,0,0,2
2,9:15,13:30,0,0,3
3,9:00,12:00,0,0,5
4,9:00,13:00,0,0,6
5,9:00,13:00,0,0,7
6,9:00,13:00,0,0,8
7,13:00,14:00,0,0,9
8,11:00,12:00,0,0,11
9,10:00,13:00,0,0,13
10,9:00,13:00,0,0,14
11,11:00,12:00,0,0,16
12,9:00,13:00,0,0,17
13,9:00,12:00,0,0,18
14,9:00,12:30,0,0,21
15,10:00,13:00,0,0,22
16,9:30,11:30,0,0,23
17,10:00,13:30,0,0,24
18,12:00,13:00,0,0,27
19,12:00,13:00,0,0,30
20,10:00,15:00,0,0,35
21,9:00,12:45,0,0,36
22,13:00,13:30,0,0,37
23,12:00,13:00,0,0,39
24,10:00,13:00,0,0,40
25,10:00,15:00,0,0,42
26,10:30,13:30,0,0,43
27,12:00,13:00,0,0,44
28,12:00,12:30,0,0,46
29,9:00,10:00,0,0,48
30,9:00,13:00,0,0,50
31,9:00,12:00,0,0,51
32,12:00,12:30,0,0,52
33,9:00,12:00,0,0,54
34,9:30,13:00,0,0,55
35,10:00,13:00,0,0,57
36,9:00,13:00,0,0,58
37,12:00,13:00,0,0,59
38,9:00,11:30,0,0,61
39,9:00,11:30,0,0,63
40,10:00,12:00,0,0,65
41,9:00,11:00,0,0,66
42,9:30,14:30,0,0,68
43,9:00,12:00,0,0,69
44,9:00,13:00,0,0,72
45,10:00,12:00,0,0,73
46,8:00,11:00,0,0,74
47,10:00,13:00,0,0,75
48,12:00,13:00,0,0,76
49,10:00,12:00,0,0,79
50,11:00,12:00,0,0,80
51,9:00,11:00,0,0,81
52,9:00,12:00,0,0,82
53,11:00,12:00,0,0,83
54,8:00,12:00,0,0,84
55,9:00,11:00,0,0,85
56,13:00,14:00,0,0,87
57,10:00,13:00,0,0,88
58,10:00,13:00,0,0,90
59,9:30,13:00,0,0,92
60,11:30,12:30,0,0,96
61,12:00,13:00,0,0,98
62,9:00,12:00,0,0,99
63,6:00,11:59,0,0,102
64,9:00,12:00,0,0,104
65,9:00,11:45,0,0,105
66,11:00,12:00,0,0,108
67,9:00,12:00,0,0,112
68,11:00,13:00,0,0,114
69,11:00,12:00,0,0,115
70,9:30,11:30,0,0,117
71,8:30,11:30,0,0,118
72,12:30,13:00,0,0,119
73,9:00,11:30,0,0,120
74,8:00,9:00,0,0,121
75,9:00,12:30,0,0,122
76,12:00,13:00,0,0,123
77,10:00,11:00,0,0,125
78,9:00,13:00,0,0,126
79,12:00,13:00,0,0,127
80,9:00,13:00,0,0,128
81,12:00,13:00,0,0,129
82,10:00,12:00,0,0,135
83,0:00,15:00,0,0,137
84,9:00,11:00,0,0,139
85,9:00,12:30,0,0,140
86,9:00,12:45,0,0,141
87,11:00,12:00,0,0,143
88,9:00,12:00,0,0,145
89,12:00,12:30,0,0,146
90,9:30,12:30,0,0,147
91,11:00,14:00,0,0,148
92,9:30,11:00,0,0,153
93,10:00,12:00,0,0,154
94,12:45,14:45,0,0,155
95,12:00,13:00,0,0,158
96,9:00,12:00,0,0,159
97,12:00,13:00,0,0,160
98,12:00,13:00,0,0,162
99,9:00,13:00,0,0,163
100,11:30,12:00,0,0,164
101,11:00,14:00,0,0,165
102,12:00,13:00,0,0,166
103,10:00,12:00,0,0,170
104,9:30,12:50,0,0,171
105,9:00,11:30,0,0,172
106,8:30,12:00,0,0,173
107,10:00,12:30,0,0,174
108,9:00,12:00,0,0,175
109,9:00,11:30,0,0,177
110,9:00,12:00,0,0,178
111,9:00,13:30,0,0,179
112,8:00,12:00,0,0,180
113,10:00,13:00,0,0,183
114,9:00,12:30,0,0,184
115,9:00,12:00,0,0,185
116,9:00,12:00,0,0,186
117,9:00,11:00,0,0,188
118,9:00,12:00,0,0,189
119,10:00,12:00,0,0,191
120,11:30,12:30,0,0,193
121,9:30,12:30,0,0,194
122,9:30,12:30,0,0,195
123,10:00,13:00,0,0,197
124,10:00,12:00,0,0,199
125,10:00,14:00,0,0,200
126,9:00,12:00,0,0,201
127,10:00,13:30,0,0,204
128,10:00,14:00,0,0,205
129,9:00,13:00,0,0,207
130,8:00,10:00,0,0,208
131,10:00,13:00,0,0,211
132,10:00,12:00,0,0,213
133,10:00,13:00,0,0,215
134,8:00,9:00,0,0,216
